AccX,AccY,AccZ,Dist,Time
-0.01,-0.1,1.06,28.0
-0.01,-0.1,1.12,24.0
-0.01,-0.1,1.07,24.0
-0.01,-0.1,1.06,25.0
-0.02,-0.1,1.05,27.0
-0.01,-0.11,1.06,25.0
-0.01,-0.1,1.06,20.0
-0.01,-0.11,1.06,27.0
-0.02,-0.11,1.06,21.0
-0.02,-0.1,1.06,25.0
-0.01,-0.1,1.06,28.0
-0.01,-0.1,1.06,31.0
-0.02,-0.1,1.06,26.0
-0.01,-0.1,1.07,24.0
-0.02,-0.1,1.06,27.0
-0.01,-0.1,1.06,27.0
-0.02,-0.11,1.0,24.0
-0.0,-0.1,1.07,28.0
-0.02,-0.11,1.06,29.0
-0.01,-0.1,1.06,27.0
-0.01,-0.1,1.06,24.0
-0.01,-0.1,1.06,25.0
-0.02,-0.11,1.06,28.0
-0.01,-0.1,1.06,24.0
-0.01,-0.1,1.06,28.0
-0.01,-0.1,1.06,28.0
-0.02,-0.1,1.06,29.0
-0.02,-0.11,1.05,25.0
-0.01,-0.1,1.06,26.0
-0.02,-0.11,1.06,26.0
-0.01,-0.1,1.06,28.0
-0.02,-0.1,1.0,26.0
-0.02,-0.1,1.06,24.0
-0.02,-0.1,1.06,24.0
-0.02,-0.1,1.06,27.0
-0.02,-0.11,1.06,26.0
-0.02,-0.11,1.06,25.0
-0.01,-0.11,1.06,27.0
-0.02,-0.11,1.06,27.0
-0.01,-0.1,1.06,29.0
-0.02,-0.1,1.07,26.0
-0.01,-0.11,1.07,24.0
-0.02,-0.1,1.06,23.0
-0.02,-0.1,1.06,28.0
-0.01,-0.1,1.0,24.0
-0.02,-0.1,1.06,25.0
-0.01,-0.09,1.06,25.0
-0.02,-0.11,1.06,27.0
-0.01,-0.1,1.07,25.0
-0.01,-0.11,1.06,24.0
-0.02,-0.1,1.06,24.0
-0.02,-0.11,1.06,27.0
-0.01,-0.11,1.06,24.0
-0.02,-0.1,1.06,27.0
-0.02,-0.1,1.06,26.0
-0.01,-0.1,1.06,24.0
-0.01,-0.11,1.07,30.0
-0.01,-0.07,1.12,27.0
0.02,0.02,1.05,30.0
-0.01,-0.03,1.08,26.0
-0.02,-0.09,1.08,29.0
-0.08,-0.0,1.05,29.0
-0.07,0.02,1.0,25.0
-0.08,-0.01,1.05,27.0
-0.07,0.01,1.14,23.0
-0.08,0.01,1.06,13.0
-0.08,0.03,1.06,9.0
-0.07,0.02,1.07,11.0
-0.08,0.02,1.09,17.0
-0.08,0.02,1.03,23.0
-0.07,0.04,1.09,28.0
-0.07,0.04,1.04,29.0
-0.07,0.04,1.05,29.0
-0.07,0.06,1.05,32.0
-0.07,0.06,1.07,35.0
-0.07,0.07,1.12,43.0
-0.07,0.06,1.09,46.0
-0.07,0.07,1.07,57.0
-0.06,0.07,1.04,60.0
-0.06,0.06,1.04,64.0
-0.06,0.07,1.11,69.0
-0.05,0.08,1.05,73.0
-0.05,0.07,1.09,74.0
-0.05,0.08,1.07,84.0
-0.04,0.07,1.05,87.0
-0.04,0.08,1.07,91.0
-0.03,0.09,1.11,92.0
-0.03,0.09,1.0,99.0
-0.03,0.08,1.03,103.0
-0.02,0.1,1.01,106.0
-0.02,0.08,1.06,110.0
-0.02,0.09,1.08,113.0
-0.02,0.09,1.07,113.0
-0.03,0.09,1.09,121.0
-0.01,0.09,1.02,124.0
-0.01,0.09,1.02,128.0
-0.0,0.09,1.12,127.0
-0.01,0.09,1.04,131.0
0.0,0.1,0.94,127.0
-0.01,0.1,1.19,124.0
-0.03,0.09,1.12,124.0
-0.03,0.07,1.07,122.0
-0.0,0.08,1.14,122.0
-0.03,0.06,1.06,120.0
-0.02,0.08,1.09,119.0
-0.02,0.1,1.14,119.0
-0.03,0.07,1.14,125.0
-0.04,0.06,0.99,130.0
0.01,0.12,1.1,133.0
-0.05,0.07,1.03,141.0
-0.03,0.08,1.07,144.0
-0.04,0.09,1.06,143.0
-0.04,0.08,1.09,149.0
-0.04,0.07,1.11,150.0
-0.03,0.06,1.04,155.0
-0.03,0.08,1.09,161.0
-0.04,0.08,1.06,165.0
-0.05,0.07,1.03,169.0
-0.03,0.07,1.05,180.0
-0.04,0.06,1.03,186.0
-0.05,0.06,1.04,184.0
-0.05,0.01,1.02,193.0
-0.05,0.06,1.07,194.0
-0.04,0.06,1.02,198.0
-0.05,0.05,1.05,199.0
-0.05,0.07,1.15,202.0
-0.05,0.06,1.05,206.0
-0.05,0.06,1.04,217.0
-0.05,0.06,1.06,218.0
-0.05,0.06,1.09,223.0
-0.04,0.06,1.03,230.0
-0.04,0.07,1.1,234.0
-0.03,0.08,1.04,240.0
-0.04,0.06,1.06,241.0
-0.05,0.07,1.11,246.0
-0.04,0.06,1.06,253.0
-0.05,0.06,1.08,259.0
-0.03,0.06,1.03,263.0
-0.03,0.09,1.18,258.0
-0.01,0.08,0.94,266.0
-0.02,0.11,1.07,264.0
-0.02,0.08,1.06,265.0
-0.03,0.08,1.01,266.0
-0.02,0.07,1.11,261.0
-0.05,0.08,1.06,263.0
-0.03,0.1,1.06,261.0
-0.03,0.07,1.03,262.0
-0.03,0.08,1.05,260.0
-0.03,0.06,1.02,255.0
-0.03,0.08,1.09,249.0
-0.04,0.07,1.03,250.0
-0.03,0.08,1.09,243.0
-0.04,0.06,1.06,238.0
-0.04,0.07,1.1,234.0
-0.04,0.06,1.06,231.0
-0.04,0.07,1.07,222.0
-0.05,0.07,1.07,220.0
-0.04,0.12,1.07,213.0
-0.05,0.06,1.11,208.0
-0.05,0.06,1.06,204.0
-0.05,0.06,1.1,204.0
-0.05,0.05,1.01,199.0
-0.05,0.05,1.05,198.0
-0.05,0.06,1.08,189.0
-0.05,0.05,1.03,182.0
-0.05,0.06,1.07,178.0
-0.05,0.06,1.05,176.0
-0.05,0.06,1.08,175.0
-0.05,0.06,1.03,167.0
-0.05,0.05,1.04,166.0
-0.05,0.05,1.07,161.0
-0.05,0.05,1.09,158.0
-0.05,0.05,1.06,156.0
-0.05,0.05,1.03,155.0
-0.05,0.06,1.03,152.0
-0.06,0.05,1.07,149.0
-0.05,0.05,1.1,145.0
-0.05,0.05,1.06,142.0
-0.12,0.05,1.07,140.0
-0.05,0.05,1.05,139.0
-0.06,0.04,1.02,132.0
-0.06,0.05,1.09,130.0
-0.06,0.05,1.09,129.0
-0.06,0.05,1.11,126.0
-0.06,0.05,1.12,127.0
-0.05,0.05,1.06,123.0
-0.06,0.05,1.02,123.0
-0.05,0.05,1.05,122.0
-0.07,0.04,1.1,118.0
-0.06,0.05,1.02,117.0
-0.06,0.04,1.02,113.0
-0.06,0.04,1.04,111.0
-0.06,0.04,1.04,109.0
-0.07,0.04,1.04,102.0
-0.07,0.02,1.05,97.0
-0.07,0.02,1.11,88.0
-0.07,0.03,1.01,87.0
-0.07,0.02,1.06,84.0
-0.07,0.02,1.13,80.0
-0.08,0.02,1.12,77.0
-0.08,0.02,1.03,74.0
-0.07,0.02,1.1,68.0
-0.08,0.02,1.07,66.0
-0.07,0.02,1.07,62.0
-0.08,0.02,1.05,59.0
-0.08,0.02,1.08,60.0
-0.08,0.01,1.07,50.0
-0.08,0.01,1.13,50.0
-0.09,0.01,1.12,49.0
-0.08,0.02,1.03,47.0
-0.08,0.02,1.09,44.0
-0.08,0.01,1.09,39.0
-0.08,0.0,1.03,38.0
-0.08,0.0,1.09,33.0
-0.08,-0.0,1.08,31.0
-0.08,-0.01,1.11,31.0
-0.09,-0.01,0.99,32.0
-0.08,-0.01,1.05,25.0
-0.09,0.0,1.14,22.0
-0.09,-0.01,1.11,26.0
-0.09,-0.0,1.06,22.0
-0.09,-0.01,1.1,20.0
-0.08,-0.01,1.07,22.0
-0.09,-0.02,1.08,17.0
-0.09,-0.02,1.1,23.0
-0.09,-0.01,1.05,21.0
-0.1,-0.01,1.08,18.0
-0.09,-0.01,1.08,18.0
-0.09,-0.01,1.03,14.0
-0.1,-0.02,1.1,16.0
-0.08,-0.0,1.1,13.0
-0.09,-0.01,1.09,12.0
-0.09,-0.01,1.06,15.0
-0.08,-0.01,1.0,14.0
-0.09,-0.02,1.06,16.0
-0.09,-0.02,1.07,14.0
-0.09,-0.01,1.06,14.0
-0.09,-0.01,1.06,13.0
-0.08,-0.01,1.03,16.0
-0.09,-0.01,1.09,15.0
-0.08,-0.01,1.05,17.0
-0.09,-0.01,1.08,12.0
-0.09,-0.02,1.07,17.0
-0.09,-0.02,1.09,13.0
-0.09,-0.02,1.05,17.0
-0.09,-0.01,1.05,15.0
